symbol,name,market,price,market_cap,listed_shares,per,pbr,eps,bps,volume,trading_value
083470,이엠앤아이,KOSDAQ,953.0,203.0,21340329.0,-4.41,1.96,-216.0,485.0,178005.0,173484235.0
083500,에프엔에스테크,KOSDAQ,18940.0,1624.0,8575722.0,18.68,1.75,1014.0,10847.0,233676.0,4398174850.0
083550,케이엠,KOSDAQ,3380.0,458.0,13556165.0,10.94,0.33,309.0,10283.0,98485.0,327301125.0
083640,인콘,KOSDAQ,1488.0,231.0,15544070.0,-40.22,1.39,-37.0,1074.0,710469.0,1040143607.0
083650,비에이치아이,KOSDAQ,86000.0,26612.0,30944375.0,40.82,14.99,2107.0,5739.0,615270.0,53309313200.0
083660,씨에스에이코스믹,KOSDAQ,334.0,210.0,62829459.0,-3.09,1.46,-108.0,229.0,1406885.0,472357417.0
083790,씨지인바이츠,KOSDAQ,1217.0,936.0,76894182.0,-32.03,1.06,-38.0,1144.0,547562.0,627283555.0
083930,아바코,KOSDAQ,14490.0,2127.0,14677249.0,7.47,0.93,1939.0,15534.0,185677.0,2686005625.0
084110,휴온스글로벌,KOSDAQ,44050.0,5577.0,12659812.0,19.31,0.98,2281.0,44802.0,474032.0,21707755375.0
084180,수성웹툰,KOSDAQ,1071.0,194.0,18074283.0,-0.48,0.25,-2226.0,4306.0,141306.0,150436747.0
084370,유진테크,KOSDAQ,133100.0,30501.0,22916042.0,71.83,6.53,1853.0,20368.0,322195.0,43223423650.0
084440,유비온,KOSDAQ,1073.0,205.0,19132421.0,15.78,2.79,68.0,385.0,63403.0,69491284.0
084650,랩지노믹스,KOSDAQ,1415.0,1050.0,74239990.0,-1.63,0.7,-867.0,2015.0,40642187.0,61685639556.0
084730,팅크웨어,KOSDAQ,7880.0,875.0,11109424.0,-3.93,0.49,-2005.0,16025.0,55068.0,439516055.0
084850,아이티엠반도체,KOSDAQ,16310.0,3700.0,22682934.0,-3.95,3.57,-4125.0,4571.0,308276.0,5394993800.0
084990,헬릭스미스,KOSDAQ,7730.0,3563.0,46092797.0,-858.89,2.51,-9.0,3083.0,446601.0,3427347565.0
085660,차바이오텍,KOSDAQ,15410.0,14327.0,92969748.0,-10.05,4.13,-1533.0,3732.0,634889.0,9729852755.0
085670,뉴프렉스,KOSDAQ,6130.0,1499.0,24450761.0,17.03,1.38,360.0,4434.0,457936.0,2830326020.0
085810,알티캐스트,KOSDAQ,2100.0,275.0,13109206.0,-27.27,0.51,-77.0,4129.0,64820.0,136234880.0
085910,네오티스,KOSDAQ,29050.0,4048.0,13934818.0,95.25,6.99,305.0,4154.0,210659.0,5896962725.0
086040,바이오톡스텍,KOSDAQ,3055.0,488.0,15958247.0,41.85,1.17,73.0,2607.0,94906.0,288816245.0
086060,진바이오텍,KOSDAQ,4140.0,356.0,8610587.0,9.41,0.65,440.0,6387.0,31417.0,128894825.0
086390,유니테스트,KOSDAQ,18660.0,3944.0,21134126.0,-18.96,3.91,-984.0,4773.0,686049.0,12810792080.0
086450,동국제약,KOSDAQ,22300.0,10086.0,45230420.0,15.27,1.52,1460.0,14714.0,513597.0,11486866150.0
086520,에코프로,KOSDAQ,139700.0,189679.0,135776152.0,-126.65,9.56,-1103.0,14611.0,2050230.0,292063685300.0
086670,비엠티,KOSDAQ,15770.0,1565.0,9925885.0,7.78,1.05,2027.0,15049.0,338821.0,5410808505.0
086710,선진뷰티사이언스,KOSDAQ,10310.0,1258.0,12203280.0,21.13,1.46,488.0,7045.0,82653.0,850892985.0
086820,바이오솔루션,KOSDAQ,9790.0,2538.0,25924085.0,890.0,7.39,11.0,1324.0,171118.0,1686357305.0
086890,이수앱지스,KOSDAQ,4115.0,1678.0,40770230.0,0.0,0.0,0.0,0.0,664445.0,2660803838.0
086900,메디톡스,KOSDAQ,107300.0,7831.0,7298497.0,50.05,1.66,2144.0,64588.0,130710.0,13923935950.0
086960,MDS테크,KOSDAQ,3030.0,1245.0,41076968.0,13.71,0.84,221.0,3615.0,6135326.0,19360365910.0
086980,쇼박스,KOSDAQ,2900.0,1817.0,62638000.0,-12.08,1.69,-240.0,1721.0,428013.0,1232332712.0
087010,펩트론,KOSDAQ,286500.0,66804.0,23317350.0,-286.5,43.74,-1000.0,6550.0,316382.0,91992389000.0
087260,모바일어플라이언스,KOSDAQ,2235.0,728.0,32552861.0,-131.47,1.48,-17.0,1509.0,788101.0,1750812879.0
087600,픽셀플러스,KOSDAQ,6030.0,492.0,8166558.0,14.19,0.47,425.0,12965.0,19476.0,113721510.0
088130,동아엘텍,KOSDAQ,10000.0,1749.0,17485314.0,3.56,1.03,2811.0,9726.0,695767.0,7052337990.0
088280,쏘닉스,KOSDAQ,6680.0,1156.0,17306490.0,-51.78,2.76,-129.0,2424.0,1358459.0,9595388180.0
088290,이원컴포텍,KOSDAQ,630.0,251.0,39880364.0,-5.62,2.64,-112.0,239.0,0.0,0.0
088340,유라클,KOSDAQ,11360.0,496.0,4364368.0,-7.23,2.31,-1571.0,4922.0,100533.0,1176887445.0
088390,이녹스,KOSDAQ,12460.0,1169.0,9385844.0,5.05,0.67,2469.0,18657.0,58142.0,746277270.0
088800,에이스테크놀로지,KOSDAQ,4385.0,3311.0,75506434.0,-11.6,4.8,-378.0,914.0,1166280.0,5129337454.0
088910,동우팜투테이블,KOSDAQ,2425.0,626.0,25831764.0,2.21,0.26,1095.0,9312.0,160916.0,391730785.0
089010,켐트로닉스,KOSDAQ,41000.0,6876.0,16770027.0,67.1,2.93,611.0,14012.0,611399.0,24903762625.0
089030,테크윙,KOSDAQ,53500.0,19824.0,37053645.0,212.3,8.89,252.0,6018.0,2157906.0,118938460150.0
089140,넥스턴앤롤코리아,KOSDAQ,2005.0,307.0,15316234.0,-2.82,0.22,-710.0,9061.0,122464.0,246626408.0
089150,케이씨티,KOSDAQ,3250.0,557.0,17150000.0,0.0,0.0,0.0,0.0,159019.0,521160403.0
089230,더이앤엠,KOSDAQ,3860.0,1402.0,36321354.0,-4.77,5.35,-809.0,722.0,798976.0,3047445761.0
089600,케이티나스미디어,KOSDAQ,11600.0,1342.0,11568163.0,-20.79,0.66,-558.0,17644.0,28298.0,329470360.0
089790,제이티,KOSDAQ,6370.0,657.0,10315513.0,-254.8,0.91,-25.0,6980.0,251984.0,1610409400.0
089850,유비벨록스,KOSDAQ,4975.0,733.0,14730199.0,-10.13,0.55,-491.0,9085.0,46027.0,232478207.0
089890,코세스,KOSDAQ,39350.0,6526.0,16584962.0,49.43,8.49,796.0,4635.0,427497.0,16496678100.0
089970,브이엠,KOSDAQ,60000.0,14863.0,24771995.0,58.94,8.79,1018.0,6824.0,737383.0,44088842800.0
089980,상아프론테크,KOSDAQ,24150.0,3861.0,15989037.0,57.23,1.85,422.0,13041.0,131453.0,3203319550.0
090150,아이윈,KOSDAQ,848.0,355.0,41875293.0,4.12,0.73,206.0,1162.0,207129.0,177423303.0
090360,로보스타,KOSDAQ,70500.0,6874.0,9750000.0,-132.27,7.92,-533.0,8904.0,462352.0,33988388800.0
090410,덕신이피씨,KOSDAQ,1221.0,563.0,46084095.0,35.91,0.45,34.0,2720.0,146419.0,179095070.0
090470,제이스텍,KOSDAQ,7810.0,1365.0,17476594.0,-5.51,1.0,-1417.0,7841.0,102240.0,798789790.0
090710,휴림로봇,KOSDAQ,12970.0,15494.0,119457197.0,-87.64,12.14,-148.0,1068.0,43655320.0,584045747170.0
090850,현대이지웰,KOSDAQ,5750.0,1365.0,23746361.0,5.69,1.18,1011.0,4862.0,81713.0,469356065.0
091120,이엠텍,KOSDAQ,7250.0,1242.0,17132936.0,-10.84,0.59,-669.0,12360.0,212929.0,1598155480.0
091340,에스엔케이폴리텍,KOSDAQ,2530.0,296.0,11703721.0,9.37,0.29,270.0,8631.0,65461.0,164601470.0
091440,한울소재과학,KOSDAQ,3050.0,990.0,32471041.0,-2.45,2.73,-1243.0,1116.0,334569.0,1031495497.0
091580,상신이디피,KOSDAQ,24350.0,3245.0,13328219.0,161.26,2.03,151.0,12012.0,455812.0,11344222550.0
091590,남화토건,KOSDAQ,3980.0,467.0,11740000.0,4.27,0.27,931.0,14580.0,38923.0,152179855.0
091700,파트론,KOSDAQ,7220.0,3971.0,55000000.0,12.2,0.7,592.0,10321.0,442177.0,3175780470.0
091970,나노캠텍,KOSDAQ,757.0,285.0,37673903.0,-3.24,1.36,-234.0,556.0,0.0,0.0
092040,아미코젠,KOSDAQ,1650.0,1166.0,70655387.0,-3.04,0.97,-543.0,1703.0,496872.0,830447948.0
092070,디엔에프,KOSDAQ,23650.0,2737.0,11571858.0,0.0,0.0,0.0,0.0,117119.0,2737824125.0
092130,이크레더블,KOSDAQ,14450.0,1740.0,12043600.0,13.52,4.07,1069.0,3547.0,20186.0,292708550.0
092190,서울바이오시스,KOSDAQ,11790.0,5408.0,45868383.0,-35.09,6.85,-336.0,1721.0,2385927.0,29682928625.0
092300,현우산업,KOSDAQ,4010.0,764.0,19049936.0,9.93,0.65,404.0,6129.0,4732487.0,19621569628.0
092460,한라아이엠에스,KOSDAQ,20400.0,3490.0,17109680.0,13.69,1.76,1490.0,11613.0,299253.0,5874225065.0
092600,앤씨앤,KOSDAQ,987.0,248.0,25083517.0,1.99,0.62,497.0,1595.0,0.0,0.0
092730,네오팜,KOSDAQ,19540.0,3132.0,16027989.0,11.26,1.56,1736.0,12490.0,78457.0,1521826515.0
092870,엑시콘,KOSDAQ,34250.0,4470.0,13050797.0,49.85,2.27,687.0,15111.0,552464.0,19356530750.0
093190,빅솔론,KOSDAQ,8440.0,1624.0,19238905.0,8.87,0.62,952.0,13716.0,44586.0,368246930.0
093320,케이아이엔엑스,KOSDAQ,116100.0,5666.0,4880000.0,33.13,2.75,3504.0,42214.0,18937.0,2154490950.0
093380,풍강,KOSDAQ,2620.0,259.0,9879313.0,32.35,0.36,81.0,7333.0,21414.0,57353350.0
093520,매커스,KOSDAQ,25500.0,3612.0,14163092.0,16.94,1.76,1505.0,14459.0,66799.0,1702931625.0
093640,케이알엠,KOSDAQ,5400.0,1764.0,32675446.0,-12.53,2.5,-431.0,2159.0,208185.0,1127751235.0
093920,서원인텍,KOSDAQ,5130.0,954.0,18600000.0,14.49,0.45,354.0,11528.0,41157.0,208962490.0
094170,동운아나텍,KOSDAQ,50200.0,10497.0,20909936.0,0.0,0.0,0.0,0.0,218181.0,11405728400.0
094360,칩스앤미디어,KOSDAQ,17950.0,3829.0,21334174.0,64.11,4.36,280.0,4120.0,305319.0,5572179990.0
094480,갤럭시아머니트리,KOSDAQ,7680.0,3013.0,39229838.0,36.23,2.53,212.0,3035.0,522246.0,4092192200.0
094820,일진파워,KOSDAQ,19280.0,2907.0,15078709.0,15.66,1.97,1231.0,9773.0,695146.0,13636927675.0
094840,슈프리마에이치큐,KOSDAQ,11600.0,1138.0,9806109.0,9.08,0.47,1278.0,24654.0,82606.0,996182175.0
094850,참좋은여행,KOSDAQ,5150.0,721.0,14000000.0,0.0,0.0,0.0,0.0,91411.0,469695105.0
094860,네오리진,KOSDAQ,1427.0,358.0,25110014.0,-2.92,1.51,-489.0,943.0,156489.0,219908371.0
094940,푸른기술,KOSDAQ,10850.0,907.0,8361386.0,-150.69,2.32,-72.0,4670.0,565271.0,6172375725.0
094970,제이엠티,KOSDAQ,3930.0,658.0,16748240.0,4.61,0.45,852.0,8646.0,515760.0,2046092985.0
095190,이엠코리아,KOSDAQ,2365.0,1543.0,65260462.0,-23.42,1.39,-101.0,1706.0,711128.0,1577956421.0
095270,웨이브일렉트로닉스,KOSDAQ,7800.0,1121.0,14372406.0,78.0,1.84,100.0,4249.0,645890.0,5013044670.0
095340,아이에스시,KOSDAQ,248500.0,52675.0,21197058.0,93.84,9.48,2648.0,26223.0,391097.0,92236370250.0
095500,미래나노텍,KOSDAQ,9710.0,3011.0,31009999.0,21.77,0.92,446.0,10551.0,285830.0,2814789125.0
095610,테스,KOSDAQ,108600.0,21025.0,19360000.0,37.64,4.92,2885.0,22090.0,825894.0,89282437050.0
095660,네오위즈,KOSDAQ,20250.0,4381.0,21636459.0,8.85,0.75,2287.0,26889.0,74376.0,1507728360.0
095700,제넥신,KOSDAQ,5190.0,2364.0,45540494.0,0.0,0.0,0.0,0.0,573041.0,2966145990.0
095910,에스에너지,KOSDAQ,2105.0,785.0,37296909.0,-3.8,1.5,-554.0,1405.0,1138543.0,2409406073.0
096240,크레버스,KOSDAQ,10000.0,1074.0,10738180.0,16.86,1.8,593.0,5570.0,75964.0,749844795.0
096250,와이즈넛,KOSDAQ,9500.0,1245.0,13105344.0,70.9,1.84,134.0,5170.0,99810.0,960033155.0
096350,대창솔루션,KOSDAQ,2725.0,1004.0,36854762.0,-14.49,3.12,-188.0,872.0,1216553.0,3332206771.0
096530,씨젠,KOSDAQ,28000.0,14623.0,52225994.0,30.3,1.27,924.0,22020.0,1263187.0,35497929075.0
096610,알에프세미,KOSDAQ,2965.0,516.0,17386411.0,30.26,3.58,98.0,829.0,0.0,0.0
096630,에스코넥,KOSDAQ,3470.0,551.0,15876323.0,1.54,0.61,2254.0,5660.0,238723.0,828626362.0
096690,에이루트,KOSDAQ,1337.0,323.0,24137053.0,-1.92,0.32,-698.0,4125.0,0.0,0.0
096870,엘디티,KOSDAQ,2295.0,192.0,8347999.0,-57.38,1.02,-40.0,2247.0,41430.0,95496190.0
097780,에코볼트,KOSDAQ,664.0,337.0,50732723.0,-2.46,0.2,-270.0,3299.0,0.0,0.0
097800,윈팩,KOSDAQ,477.0,651.0,136450229.0,-1.55,0.84,-308.0,568.0,0.0,0.0
097870,효성오앤비,KOSDAQ,6090.0,517.0,8490000.0,18.4,0.61,331.0,9928.0,110658.0,677531240.0
098070,한텍,KOSDAQ,38550.0,4287.0,11121141.0,13.39,2.64,2879.0,14605.0,148489.0,5794499725.0
098120,(주)마이크로컨텍솔루션,KOSDAQ,37300.0,3101.0,8312766.0,18.37,3.81,2031.0,9781.0,185193.0,6877239200.0
098460,고영테크놀러지,KOSDAQ,41400.0,28423.0,68654755.0,192.56,8.15,215.0,5079.0,7714171.0,324750311825.0
098660,에스티오,KOSDAQ,1683.0,210.0,12500976.0,-4.38,0.91,-384.0,1846.0,15865.0,26672139.0
099190,아이센스,KOSDAQ,19030.0,5462.0,28701309.0,-102.31,1.67,-186.0,11419.0,153277.0,2916401370.0
099220,에스디엔,KOSDAQ,1206.0,783.0,64944350.0,-44.67,0.99,-27.0,1215.0,798594.0,966578239.0
099320,쎄트렉아이,KOSDAQ,163600.0,17916.0,10951278.0,117.19,7.2,1396.0,22735.0,226779.0,39202929550.0
099390,브레인즈컴퍼니,KOSDAQ,4190.0,344.0,8208283.0,6.77,0.59,619.0,7049.0,23561.0,98814195.0
099410,동방선기,KOSDAQ,5470.0,766.0,14000000.0,12.63,1.82,433.0,2998.0,975023.0,5485817085.0
099430,바이오플러스,KOSDAQ,5630.0,3470.0,61640722.0,22.98,1.98,245.0,2841.0,467067.0,2579169715.0
099440,스맥,KOSDAQ,4120.0,2812.0,68243394.0,-10.96,2.87,-376.0,1435.0,1532635.0,6285274202.0
099520,디지아이티엑스,KOSDAQ,1284.0,581.0,45281824.0,-17.59,2.52,-73.0,509.0,0.0,0.0
099750,이지케어텍,KOSDAQ,7740.0,1057.0,13659173.0,46.07,2.86,168.0,2704.0,22488.0,172872470.0
100030,인지소프트,KOSDAQ,19990.0,656.0,3283714.0,3.07,0.75,6513.0,26761.0,20400.0,411014500.0
100120,뷰웍스,KOSDAQ,32650.0,2929.0,8971411.0,14.5,1.17,2251.0,27823.0,291851.0,9450559075.0
100130,동국에스엔씨,KOSDAQ,2130.0,1217.0,57143000.0,-73.45,0.64,-29.0,3331.0,321432.0,691016705.0
100590,머큐리,KOSDAQ,9670.0,1657.0,17139545.0,-61.99,1.09,-156.0,8897.0,3749564.0,37789875695.0
100660,서암기계공업,KOSDAQ,4295.0,541.0,12600000.0,45.21,0.81,95.0,5313.0,62005.0,263615062.0
100700,세운메디칼,KOSDAQ,2525.0,1106.0,43800000.0,9.28,0.7,272.0,3584.0,283135.0,720292202.0
100790,미래에셋벤처투자,KOSDAQ,58900.0,31290.0,53124634.0,101.2,8.27,582.0,7122.0,2314441.0,134333992150.0
101000,케이에스인더스트리,KOSDAQ,792.0,314.0,39641948.0,-3.67,0.77,-216.0,1025.0,413511.0,323494126.0
101160,월덱스,KOSDAQ,31000.0,5118.0,16510993.0,12.49,1.48,2482.0,20992.0,184792.0,5744261850.0
101170,우림피티에스,KOSDAQ,16780.0,2265.0,13500000.0,94.8,2.67,177.0,6273.0,1894282.0,32986256210.0
101240,씨큐브,KOSDAQ,3845.0,437.0,11357052.0,4.29,0.45,896.0,8557.0,39195.0,152341135.0
101330,모베이스,KOSDAQ,5900.0,1366.0,23147029.0,11.71,0.37,504.0,16124.0,9643331.0,57236710340.0
101360,에코앤드림,KOSDAQ,16730.0,2976.0,17786114.0,-34.57,1.38,-484.0,12165.0,157714.0,2674732930.0
101390,아이엠,KOSDAQ,396.0,67.0,16914354.0,-0.53,1.12,-753.0,352.0,0.0,0.0
101400,엔시트론,KOSDAQ,392.0,276.0,70450730.0,-20.63,0.75,-19.0,525.0,0.0,0.0
101490,에스앤에스텍,KOSDAQ,84600.0,18049.0,21334879.0,31.13,5.81,2718.0,14549.0,392831.0,33727614650.0
101670,하이드로리튬,KOSDAQ,1921.0,1091.0,56777187.0,-3.0,1.72,-640.0,1115.0,1219095.0,2362606001.0
101680,한국정밀기계,KOSDAQ,2680.0,225.0,8404000.0,14.97,0.54,179.0,4974.0,199223.0,543921042.0
101730,위메이드맥스,KOSDAQ,4850.0,4064.0,83803286.0,-11.38,0.87,-426.0,5563.0,162921.0,802254001.0
101930,인화정공,KOSDAQ,13050.0,6024.0,46164410.0,24.12,1.76,541.0,7394.0,104890.0,1372505680.0
101970,우양에이치씨,KOSDAQ,13000.0,1923.0,14790009.0,0.0,0.0,0.0,0.0,70285.0,917806315.0
102120,어보브반도체,KOSDAQ,13060.0,2322.0,17780753.0,22.95,1.81,569.0,7205.0,750136.0,9920334440.0
102370,케이옥션,KOSDAQ,2900.0,790.0,27229210.0,-15.51,0.71,-187.0,4059.0,163915.0,471832181.0
102710,이엔에프테크놀로지,KOSDAQ,51300.0,7330.0,14287836.0,14.11,1.64,3635.0,31327.0,300741.0,15804664450.0
102940,코오롱생명과학,KOSDAQ,65200.0,8535.0,13090603.0,32.58,1.44,2001.0,45249.0,79505.0,5281590150.0
103230,에스앤더블류,KOSDAQ,3800.0,274.0,7200000.0,5.74,0.55,662.0,6920.0,49615.0,189056935.0
103840,우양,KOSDAQ,2950.0,483.0,16366428.0,-36.88,1.09,-80.0,2697.0,157668.0,468864044.0
104040,대성파인텍,KOSDAQ,677.0,908.0,134067826.0,26.04,0.79,26.0,859.0,0.0,0.0
104200,엔에이치엔벅스,KOSDAQ,3535.0,524.0,14827550.0,-4.13,0.78,-855.0,4510.0,103618.0,372127779.0
104460,디와이피엔에프,KOSDAQ,13420.0,1412.0,10518101.0,5.64,0.85,2378.0,15819.0,35361.0,473451205.0
104480,티케이케미칼,KOSDAQ,2270.0,2063.0,90895434.0,-1.84,0.19,-1233.0,12191.0,1114792.0,2546130736.0
104540,코렌텍,KOSDAQ,5050.0,646.0,12785740.0,10.81,0.86,467.0,5844.0,85483.0,435181200.0
104620,노랑풍선,KOSDAQ,4555.0,766.0,16810552.0,-26.33,1.91,-173.0,2380.0,170434.0,775128186.0
104830,원익머트리얼즈,KOSDAQ,48900.0,6165.0,12608000.0,12.66,1.17,3863.0,41679.0,80860.0,3980090175.0
105330,케이엔더블유,KOSDAQ,10250.0,1642.0,16019520.0,-28.55,1.33,-359.0,7691.0,88122.0,898312680.0
105550,엣지파운드리,KOSDAQ,763.0,597.0,78307051.0,3.67,0.43,208.0,1792.0,1451432.0,1119058844.0
105740,디케이락,KOSDAQ,9710.0,987.0,10168513.0,14.62,0.72,664.0,13415.0,136130.0,1341795510.0
105760,포스뱅크,KOSDAQ,5320.0,541.0,10177387.0,13.71,0.66,388.0,8078.0,107404.0,583712690.0
106080,케이이엠텍,KOSDAQ,1650.0,95.0,5761817.0,-0.69,0.32,-2393.0,5207.0,0.0,0.0
106190,하이텍팜,KOSDAQ,16060.0,1708.0,10633173.0,0.0,0.0,0.0,0.0,96017.0,1531935265.0
106240,파인테크닉스,KOSDAQ,2010.0,460.0,22868327.0,-1.57,0.6,-1278.0,3362.0,271973.0,548047947.0
106520,노블엠앤비,KOSDAQ,411.0,159.0,38695952.0,-20.55,0.9,-20.0,459.0,0.0,0.0
107600,새빗켐,KOSDAQ,26500.0,1495.0,5640954.0,-12.17,2.49,-2178.0,10630.0,50898.0,1358098400.0
107640,한중엔시에스,KOSDAQ,59300.0,5376.0,9064946.0,133.56,5.75,444.0,10316.0,329557.0,19621306300.0
108230,톱텍,KOSDAQ,3965.0,1508.0,38023245.0,-10.22,0.38,-388.0,10549.0,278598.0,1103099261.0
108380,대양전기공업,KOSDAQ,28100.0,2688.0,9567333.0,10.85,0.97,2591.0,29042.0,48676.0,1374691050.0
108490,로보티즈,KOSDAQ,345000.0,50567.0,14657028.0,915.12,15.89,377.0,21707.0,815608.0,287376465250.0
108860,셀바스에이아이,KOSDAQ,11920.0,3208.0,26914790.0,-53.45,2.91,-223.0,4090.0,479586.0,5788023780.0
109080,옵티시스,KOSDAQ,14710.0,829.0,5636000.0,0.0,0.0,0.0,0.0,221455.0,3349955750.0
109610,에스와이,KOSDAQ,2685.0,1313.0,48907400.0,-9.29,0.74,-289.0,3640.0,487394.0,1303789346.0
109670,씨싸이트,KOSDAQ,4590.0,268.0,5836602.0,-20.4,0.5,-225.0,9236.0,14730.0,66885910.0
109740,디에스케이,KOSDAQ,4790.0,1232.0,25710390.0,-7.93,1.14,-604.0,4200.0,78518.0,373250730.0
109820,진매트릭스,KOSDAQ,2025.0,413.0,20393640.0,-11.01,2.15,-184.0,943.0,840839.0,1754583952.0
109860,동일금속,KOSDAQ,7420.0,675.0,9100000.0,13.39,0.4,554.0,18440.0,7876.0,58455430.0
109960,앱토크롬,KOSDAQ,153.0,338.0,220789269.0,-5.88,0.11,-26.0,1389.0,0.0,0.0
110020,전진바이오팜,KOSDAQ,2085.0,189.0,9058762.0,4.32,1.07,483.0,1950.0,51636.0,109060015.0
110790,크리스에프앤씨,KOSDAQ,3770.0,883.0,23430960.0,6.88,0.22,548.0,17440.0,8295.0,31277965.0
110990,디아이티,KOSDAQ,24450.0,4621.0,18900000.0,15.21,1.91,1607.0,12787.0,305764.0,7501354950.0
111710,남화산업,KOSDAQ,3820.0,786.0,20588000.0,0.0,0.0,0.0,0.0,25911.0,98117175.0
112040,위메이드,KOSDAQ,21250.0,7214.0,33948483.0,-38.78,1.76,-548.0,12054.0,137626.0,2929137475.0
112290,와이씨켐,KOSDAQ,15010.0,3035.0,20221090.0,-9.49,3.41,-1581.0,4401.0,1117132.0,16802424815.0
113810,디젠스,KOSDAQ,663.0,216.0,32628051.0,28.83,0.91,23.0,732.0,288096.0,193782192.0
114190,강원에너지,KOSDAQ,13540.0,3537.0,26123038.0,-57.86,10.25,-234.0,1321.0,203374.0,2811114310.0
114450,그린생명과학,KOSDAQ,2805.0,561.0,20000000.0,35.96,1.48,78.0,1889.0,2971674.0,8799133688.0
114630,폴라리스우노,KOSDAQ,2300.0,405.0,17589509.0,16.08,0.31,143.0,7450.0,136225.0,317669140.0
114810,한솔아이원스,KOSDAQ,16300.0,4661.0,28593174.0,16.5,2.14,988.0,7613.0,368398.0,6077417915.0
114840,아이패밀리에스씨,KOSDAQ,9460.0,1638.0,17319900.0,7.5,1.54,1261.0,6134.0,97632.0,935211535.0
115160,휴맥스,KOSDAQ,6960.0,300.0,4312142.0,-0.39,0.33,-17755.0,21031.0,59289.0,412078115.0
115180,큐리언트,KOSDAQ,32000.0,11938.0,37304987.0,-37.87,35.4,-845.0,904.0,176348.0,5563978025.0
115310,인포바인,KOSDAQ,12200.0,1948.0,15964415.0,27.66,0.94,441.0,12978.0,23241.0,287694970.0
115440,우리넷,KOSDAQ,16860.0,1820.0,10794292.0,49.59,1.83,340.0,9217.0,1652617.0,28767928735.0
115450,에이치엘비테라퓨틱스,KOSDAQ,3320.0,2941.0,88580109.0,-31.92,1.95,-104.0,1704.0,637684.0,2107829579.0
115480,씨유메디칼시스템,KOSDAQ,548.0,332.0,60624558.0,39.14,0.56,14.0,986.0,0.0,0.0
115500,케이씨에스,KOSDAQ,17140.0,2057.0,12000000.0,0.0,0.0,0.0,0.0,1490006.0,25813787635.0
115530,씨엔플러스,KOSDAQ,336.0,265.0,78843818.0,-9.33,3.36,-36.0,100.0,0.0,0.0
115570,스타플렉스,KOSDAQ,2805.0,224.0,7984508.0,6.46,0.31,434.0,9029.0,34907.0,98314600.0
115610,이미지스테크놀로지,KOSDAQ,2655.0,314.0,11818769.0,-12.24,9.48,-217.0,280.0,323882.0,877052631.0
117670,알파칩스,KOSDAQ,18240.0,1215.0,6661742.0,-8.58,2.67,-2127.0,6843.0,65131.0,1203837460.0
117730,티로보틱스,KOSDAQ,20100.0,4534.0,22558043.0,-9.01,8.72,-2230.0,2304.0,394193.0,8199691240.0
118990,모트렉스,KOSDAQ,9170.0,2250.0,24537371.0,30.77,0.89,298.0,10261.0,373758.0,3359776125.0
119500,포메탈,KOSDAQ,4400.0,521.0,11847232.0,0.0,0.0,0.0,0.0,377474.0,1698259642.0
119610,인터로조,KOSDAQ,19770.0,2256.0,11413747.0,19.83,1.61,997.0,12312.0,92052.0,1808802595.0
119830,아이텍,KOSDAQ,6760.0,1781.0,26349023.0,-32.04,0.91,-211.0,7422.0,257522.0,1773621120.0
119850,지엔씨에너지,KOSDAQ,35000.0,5757.0,16448909.0,14.42,2.56,2428.0,13658.0,378497.0,13210042350.0
120240,대정화금,KOSDAQ,12900.0,928.0,7190391.0,9.58,0.54,1346.0,24094.0,28102.0,363950850.0
121440,골프존홀딩스,KOSDAQ,4845.0,2075.0,42836818.0,8.64,0.25,561.0,19283.0,97374.0,471519017.0
121600,나노신소재,KOSDAQ,73300.0,8982.0,12253691.0,547.01,3.53,134.0,20762.0,214195.0,15854360250.0
121800,비덴트,KOSDAQ,3320.0,2563.0,77201611.0,29.12,0.4,114.0,8348.0,0.0,0.0
121850,코이즈,KOSDAQ,2395.0,121.0,5056999.0,-0.81,7.39,-2959.0,324.0,94342.0,226609849.0
121890,에스디시스템,KOSDAQ,2230.0,296.0,13291446.0,-15.82,2.76,-141.0,808.0,237305.0,539269127.0
122310,제노레이,KOSDAQ,4895.0,712.0,14553844.0,94.13,0.74,52.0,6636.0,38390.0,184166560.0
122350,삼기,KOSDAQ,1328.0,509.0,38339428.0,-7.68,0.5,-173.0,2656.0,319274.0,428419677.0
122450,케이엑스이노베이션,KOSDAQ,3060.0,1371.0,44819834.0,6.92,0.36,442.0,8467.0,2613793.0,8623490656.0
122640,예스티,KOSDAQ,25400.0,5423.0,21349821.0,-940.74,3.98,-27.0,6379.0,194642.0,4981743375.0
122690,서진오토모티브,KOSDAQ,2150.0,496.0,23079166.0,-1.92,0.33,-1122.0,6516.0,74413.0,160345465.0
122870,와이지엔터테인먼트,KOSDAQ,48850.0,9131.0,18691049.0,24.75,1.76,1974.0,27689.0,202596.0,9834647775.0
122990,와이솔,KOSDAQ,7440.0,1982.0,26639081.0,-4.95,0.67,-1504.0,11034.0,149246.0,1111112480.0
123010,알엔티엑스,KOSDAQ,2005.0,674.0,33622267.0,-19.85,2.46,-101.0,815.0,3337042.0,6614587022.0
123040,엠에스오토텍,KOSDAQ,2270.0,1422.0,62628299.0,-1.33,0.68,-1710.0,3331.0,269834.0,618944300.0
123330,제닉,KOSDAQ,22650.0,1805.0,7968680.0,9.56,4.32,2370.0,5246.0,208053.0,4782300825.0
