종목코드,종목명,종가,대비,등락률,상장시가총액,지수명
005930,삼성전자,232500,12000,5.44,1359259776.0,KRX 중대형 TMI
000660,SK하이닉스,1447000,161000,12.52,1031280322.0,KRX 중대형 TMI
402340,SK스퀘어,991000,150000,17.84,130770761.0,KRX 중대형 TMI
373220,LG에너지솔루션,472000,11500,2.5,110448000.0,KRX 중대형 TMI
005380,현대차,539000,8000,1.51,110364436.0,KRX 중대형 TMI
034020,두산에너빌리티,127200,100,0.08,81479378.0,KRX 중대형 TMI
012450,한화에어로스페이스,1465000,48000,3.39,75540382.0,KRX 중대형 TMI
329180,HD현대중공업,680000,-5000,-0.73,71373633.0,KRX 중대형 TMI
207940,삼성바이오로직스,1485000,15000,1.02,68742062.0,KRX 중대형 TMI
009150,삼성전기,918000,86000,10.34,68568813.0,KRX 중대형 TMI
000270,기아,154000,2200,1.45,60123602.0,KRX 중대형 TMI
105560,KB금융,157800,-2700,-1.68,58835802.0,KRX 중대형 TMI
006400,삼성SDI,705000,10000,1.44,56812799.0,KRX 중대형 TMI
032830,삼성생명,265000,15500,6.21,53000000.0,KRX 중대형 TMI
028260,삼성물산,320000,21500,7.2,51894074.0,KRX 중대형 TMI
267260,HD현대일렉트릭,1299000,47000,3.75,46825228.0,KRX 중대형 TMI
055550,신한지주,98000,-1900,-1.9,46516127.0,KRX 중대형 TMI
010120,LS ELECTRIC,294000,16000,5.76,44100000.0,KRX 중대형 TMI
068270,셀트리온,197800,-2700,-1.35,43899388.0,KRX 중대형 TMI
042660,한화오션,133000,1200,0.91,40752981.0,KRX 중대형 TMI
005490,POSCO홀딩스,502000,40000,8.66,39779247.0,KRX 중대형 TMI
298040,효성중공업,4228000,316000,8.08,39424189.0,KRX 중대형 TMI
006800,미래에셋증권,70300,5500,8.49,39337552.0,KRX 중대형 TMI
012330,현대모비스,431500,6500,1.53,39151110.0,KRX 중대형 TMI
042700,한미반도체,378000,10000,2.72,36028012.0,KRX 중대형 TMI
034730,SK,475500,50500,11.88,34475035.0,KRX 중대형 TMI
086790,하나금융지주,126600,-1300,-1.02,34734957.0,KRX 중대형 TMI
010130,고려아연,1629000,50000,3.17,34002067.0,KRX 중대형 TMI
009540,HD한국조선해양,469500,8000,1.73,33227978.0,KRX 중대형 TMI
035420,NAVER,209000,-2000,-0.95,32782201.0,KRX 중대형 TMI
051910,LG화학,429000,32000,8.06,30284115.0,KRX 중대형 TMI
064350,현대로템,269000,500,0.19,29359277.0,KRX 중대형 TMI
015760,한국전력,44500,950,2.18,28567401.0,KRX 중대형 TMI
010140,삼성중공업,32250,-100,-0.31,28380000.0,KRX 중대형 TMI
000150,두산,1705000,109000,6.83,27610489.0,KRX 중대형 TMI
096770,SK이노베이션,145700,-500,-0.34,24630991.0,KRX 중대형 TMI
316140,우리금융지주,33300,-50,-0.15,24444741.0,KRX 중대형 TMI
267250,HD현대,302500,-8000,-2.58,23895408.0,KRX 중대형 TMI
003670,포스코퓨처엠,267000,15000,5.95,23748641.0,KRX 중대형 TMI
066570,LG전자,143200,2300,1.63,23325331.0,KRX 중대형 TMI
272210,한화시스템,119700,2400,2.05,22613651.0,KRX 중대형 TMI
079550,LIG디펜스앤에어로스페이스,983000,42000,4.46,21626000.0,KRX 중대형 TMI
017670,SK텔레콤,97400,2300,2.42,20920551.0,KRX 중대형 TMI
035720,카카오,47100,-200,-0.42,20865347.0,KRX 중대형 TMI
247540,에코프로비엠,215500,9500,4.61,21082459.0,KRX 중대형 TMI
086520,에코프로,155800,2900,1.9,21153924.0,KRX 중대형 TMI
000810,삼성화재,473500,12500,2.71,21140578.0,KRX 중대형 TMI
033780,KT&G,179600,1300,0.73,20595925.0,KRX 중대형 TMI
196170,알테오젠,373000,4500,1.22,19968123.0,KRX 중대형 TMI
011200,HMM,21150,650,3.17,19949483.0,KRX 중대형 TMI
138040,메리츠금융지주,113400,1700,1.52,18977181.0,KRX 중대형 TMI
047810,한국항공우주,180000,11000,6.51,17545519.0,KRX 중대형 TMI
000720,현대건설,159400,-2400,-1.48,17750109.0,KRX 중대형 TMI
024110,기업은행,22100,-500,-2.21,17623112.0,KRX 중대형 TMI
086280,현대글로비스,225500,-1500,-0.66,16912500.0,KRX 중대형 TMI
278470,에이피알,428500,4000,0.94,16042249.0,KRX 중대형 TMI
006260,LS,509000,56000,12.36,15880800.0,KRX 중대형 TMI
003550,LG,102300,3200,3.23,15776868.0,KRX 중대형 TMI
030200,KT,60600,-300,-0.49,15272514.0,KRX 중대형 TMI
047050,포스코인터내셔널,87300,0,0.0,15358059.0,KRX 중대형 TMI
010950,S-Oil,128000,-6500,-4.83,14410597.0,KRX 중대형 TMI
071050,한국금융지주,262000,22000,9.17,14600210.0,KRX 중대형 TMI
011070,LG이노텍,595000,22000,3.84,14081929.0,KRX 중대형 TMI
047040,대우건설,32150,-2850,-8.14,13210681.0,KRX 중대형 TMI
277810,레인보우로보틱스,685000,21000,3.16,13288903.0,KRX 중대형 TMI
259960,크래프톤,288500,23500,8.87,13677299.0,KRX 중대형 TMI
0126Z0,삼성에피스홀딩스,529000,-14000,-2.58,13163133.0,KRX 중대형 TMI
005940,NH투자증권,36450,2800,8.32,12988752.0,KRX 중대형 TMI
018260,삼성에스디에스,166900,700,0.42,12914355.0,KRX 중대형 TMI
307950,현대오토에버,446000,-4500,-1.0,12231096.0,KRX 중대형 TMI
016360,삼성증권,137900,30400,28.28,12314470.0,KRX 중대형 TMI
443060,HD현대마린솔루션,269500,4000,1.51,12082617.0,KRX 중대형 TMI
323410,카카오뱅크,24400,50,0.21,11641739.0,KRX 중대형 TMI
352820,하이브,257500,-5500,-2.09,11098829.0,KRX 중대형 TMI
007660,이수페타시스,149000,-1300,-0.86,10937974.0,KRX 중대형 TMI
005830,DB손해보험,166800,-800,-0.48,10925458.0,KRX 중대형 TMI
001440,대한전선,60700,4400,7.82,11317351.0,KRX 중대형 TMI
039490,키움증권,422500,24500,6.16,11081464.0,KRX 중대형 TMI
028050,삼성E&A,55000,1900,3.58,10780000.0,KRX 중대형 TMI
062040,산일전기,333500,67500,25.38,10210386.0,KRX 중대형 TMI
003230,삼양식품,1316000,-25000,-1.86,9913448.0,KRX 중대형 TMI
000880,한화,139900,6500,4.87,9864058.0,KRX 중대형 TMI
267270,HD건설기계,191100,7200,3.92,9167854.0,KRX 중대형 TMI
058470,리노공업,120800,1500,1.26,9206391.0,KRX 중대형 TMI
000250,삼천당제약,409500,-6000,-1.44,9605835.0,KRX 중대형 TMI
066970,엘앤에프,213000,17900,9.17,8597916.0,KRX 중대형 TMI
003490,대한항공,24500,-50,-0.2,9021406.0,KRX 중대형 TMI
009830,한화솔루션,49900,-800,-1.58,8577438.0,KRX 중대형 TMI
028300,HLB,60900,100,0.16,8109551.0,KRX 중대형 TMI
326030,SK바이오팜,99300,-600,-0.6,7776506.0,KRX 중대형 TMI
377300,카카오페이,56000,300,0.54,7573741.0,KRX 중대형 TMI
078930,GS,80900,-1000,-1.22,7516854.0,KRX 중대형 TMI
298380,에이비엘바이오,132500,-2300,-1.71,7418339.0,KRX 중대형 TMI
090430,아모레퍼시픽,134300,-1000,-0.74,7855578.0,KRX 중대형 TMI
161390,한국타이어앤테크놀로지,61500,2300,3.89,7618317.0,KRX 중대형 TMI
180640,한진칼,112300,-400,-0.35,7497404.0,KRX 중대형 TMI
082740,한화엔진,89500,1500,1.7,7468519.0,KRX 중대형 TMI
454910,두산로보틱스,107800,-2400,-2.18,6987594.0,KRX 중대형 TMI
052690,한전기술,186300,-2300,-1.22,7120386.0,KRX 중대형 TMI
103590,일진전기,144100,21600,17.63,6871465.0,KRX 중대형 TMI
000990,DB하이텍,161700,3200,2.02,7034692.0,KRX 중대형 TMI
032640,LG유플러스,15990,150,0.95,6872955.0,KRX 중대형 TMI
000100,유한양행,90500,-1100,-1.2,7208108.0,KRX 중대형 TMI
241560,두산밥캣,74000,2000,2.78,7093349.0,KRX 중대형 TMI
064400,LG씨엔에스,65900,900,1.38,6384784.0,KRX 중대형 TMI
010060,OCI홀딩스,355500,-12500,-3.4,6637267.0,KRX 중대형 TMI
141080,리가켐바이오,181500,-1900,-1.04,6719024.0,KRX 중대형 TMI
087010,펩트론,267500,7000,2.69,6237391.0,KRX 중대형 TMI
001040,CJ,224500,0,0.0,6550236.0,KRX 중대형 TMI
353200,대덕전자,114400,1600,1.42,5653296.0,KRX 중대형 TMI
450080,에코프로머티,84800,4500,5.6,5983382.0,KRX 중대형 TMI
128940,한미약품,445000,-15000,-3.26,5700891.0,KRX 중대형 TMI
138930,BNK금융지주,18200,-530,-2.83,5647952.0,KRX 중대형 TMI
271560,오리온,142800,-800,-0.56,5645760.0,KRX 중대형 TMI
021240,코웨이,86700,600,0.7,6135536.0,KRX 중대형 TMI
240810,원익IPS,122500,5400,4.61,6012778.0,KRX 중대형 TMI
034220,LG디스플레이,12310,50,0.41,6155000.0,KRX 중대형 TMI
036570,NC,267500,-3000,-1.11,5763026.0,KRX 중대형 TMI
004020,현대제철,43050,500,1.18,5744841.0,KRX 중대형 TMI
036930,주성엔지니어링,126600,600,0.48,5884510.0,KRX 중대형 TMI
039030,이오테크닉스,475000,7000,1.5,5851786.0,KRX 중대형 TMI
214370,케어젠,105400,-100,-0.09,5661561.0,KRX 중대형 TMI
029780,삼성카드,52500,-800,-1.5,6082592.0,KRX 중대형 TMI
175330,JB금융지주,27350,50,0.18,5148736.0,KRX 중대형 TMI
022100,포스코DX,35350,450,1.29,5374428.0,KRX 중대형 TMI
095340,ISC,247500,5000,2.06,5246272.0,KRX 중대형 TMI
088980,맥쿼리인프라,11300,-50,-0.44,5411819.0,KRX 중대형 TMI
002380,KCC,574000,19000,3.42,5100834.0,KRX 중대형 TMI
310210,보로노이,292000,8000,2.82,5373434.0,KRX 중대형 TMI
489790,한화비전,88700,2500,2.9,4478320.0,KRX 중대형 TMI
011170,롯데케미칼,106200,-7700,-6.76,4542749.0,KRX 중대형 TMI
011790,SKC,124000,6000,5.08,4695669.0,KRX 중대형 TMI
108490,로보티즈,313500,-3000,-0.95,4594978.0,KRX 중대형 TMI
403870,HPSP,54400,1800,3.42,4477120.0,KRX 중대형 TMI
000500,가온전선,288500,47000,19.46,4772689.0,KRX 중대형 TMI
018880,한온시스템,4850,620,14.66,4977373.0,KRX 중대형 TMI
336260,두산퓨얼셀,60600,-200,-0.33,3968920.0,KRX 중대형 TMI
051900,LG생활건강,279500,25500,10.04,4277037.0,KRX 중대형 TMI
088350,한화생명,5040,155,3.17,4377391.0,KRX 중대형 TMI
251270,넷마블,49500,-150,-0.3,4057038.0,KRX 중대형 TMI
004170,신세계,410500,3500,0.86,3877247.0,KRX 중대형 TMI
020150,롯데에너지머티리얼즈,78500,11800,17.69,4110689.0,KRX 중대형 TMI
023530,롯데쇼핑,138500,3200,2.37,3917993.0,KRX 중대형 TMI
440110,파두,81200,3000,3.84,4066121.0,KRX 중대형 TMI
017800,현대엘리베이터,100100,1400,1.42,3913148.0,KRX 중대형 TMI
302440,SK바이오사이언스,43300,250,0.58,3397169.0,KRX 중대형 TMI
263750,펄어비스,58500,-400,-0.68,3758500.0,KRX 중대형 TMI
439260,대한조선,89500,0,0.0,3448105.0,KRX 중대형 TMI
457190,이수스페셜티케미컬,123600,2100,1.73,3735053.0,KRX 중대형 TMI
071970,HD현대마린엔진,107100,1300,1.23,3632992.0,KRX 중대형 TMI
097950,CJ제일제당,241000,-5500,-2.23,3628059.0,KRX 중대형 TMI
111770,영원무역,85500,2600,3.14,3788631.0,KRX 중대형 TMI
011780,금호석유화학,144400,-2200,-1.5,3632718.0,KRX 중대형 TMI
012510,더존비즈온,120000,0,0.0,3647378.0,KRX 중대형 TMI
014680,한솔케미칼,286500,1500,0.53,3257561.0,KRX 중대형 TMI
031210,서울보증보험,47150,-650,-1.36,3292088.0,KRX 중대형 TMI
035250,강원랜드,16950,-250,-1.45,3626291.0,KRX 중대형 TMI
036460,한국가스공사,38600,-500,-1.28,3563282.0,KRX 중대형 TMI
319400,현대무벡스,32450,1100,3.51,3614152.0,KRX 중대형 TMI
347850,디앤디파마텍,74900,700,0.94,3280931.0,KRX 중대형 TMI
357780,솔브레인,458500,500,0.11,3566473.0,KRX 중대형 TMI
001720,신영증권,206500,9400,4.77,3394860.0,KRX 중대형 TMI
004800,효성,221000,-7000,-3.07,3699630.0,KRX 중대형 TMI
032820,우리기술,21550,-50,-0.23,3687125.0,KRX 중대형 TMI
064760,티씨케이,298500,4500,1.53,3337056.0,KRX 중대형 TMI
178320,서진시스템,61300,1800,3.03,3649313.0,KRX 중대형 TMI
214150,클래시스,56300,700,1.26,3672768.0,KRX 중대형 TMI
214450,파마리서치,339000,25500,8.13,3522091.0,KRX 중대형 TMI
222800,심텍,88200,1200,1.38,3293584.0,KRX 중대형 TMI
226950,올릭스,174200,1700,0.99,3536362.0,KRX 중대형 TMI
375500,DL이앤씨,91300,-7700,-7.78,3532728.0,KRX 중대형 TMI
383220,F&F,76600,9700,14.5,2934322.0,KRX 중대형 TMI
483650,달바글로벌,223500,-2500,-1.11,2776214.0,KRX 중대형 TMI
051600,한전KPS,61400,-800,-1.29,2763000.0,KRX 중대형 TMI
103140,풍산,100300,1100,1.11,2810835.0,KRX 중대형 TMI
112610,씨에스윈드,69700,-1900,-2.65,2939347.0,KRX 중대형 TMI
120110,코오롱인더,93800,-300,-0.32,2808938.0,KRX 중대형 TMI
139130,iM금융지주,19300,200,1.05,3100054.0,KRX 중대형 TMI
139480,이마트,105900,-800,-0.75,2922397.0,KRX 중대형 TMI
204320,HL만도,58000,900,1.58,2723513.0,KRX 중대형 TMI
229640,LS에코에너지,90400,3300,3.79,2768489.0,KRX 중대형 TMI
007340,DN오토모티브,51100,3050,6.35,2989905.0,KRX 중대형 TMI
009970,영원무역홀딩스,211500,3500,1.68,2855089.0,KRX 중대형 TMI
012750,에스원,78300,-7800,-9.06,2975336.0,KRX 중대형 TMI
028670,팬오션,5640,100,1.81,3014972.0,KRX 중대형 TMI
319660,피에스케이,100100,11400,12.85,2899568.0,KRX 중대형 TMI
001450,현대해상,31250,850,2.8,2664008.0,KRX 중대형 TMI
004990,롯데지주,30050,-500,-1.64,2994896.0,KRX 중대형 TMI
005850,에스엘,63700,800,1.27,2958771.0,KRX 중대형 TMI
006360,GS건설,35950,-2100,-5.52,3076655.0,KRX 중대형 TMI
0009K0,에임드바이오,46700,-150,-0.32,3020143.0,KRX 중대형 TMI
005290,동진쎄미켐,58900,2300,4.06,3028314.0,KRX 중대형 TMI
030530,원익홀딩스,34600,1800,5.49,2672434.0,KRX 중대형 TMI
031980,피에스케이홀딩스,132000,7700,6.19,2846236.0,KRX 중대형 TMI
058610,에스피지,129200,1600,1.25,2865315.0,KRX 중대형 TMI
067310,하나마이크론,42050,2350,5.92,2794821.0,KRX 중대형 TMI
083650,비에이치아이,99200,1700,1.74,3069682.0,KRX 중대형 TMI
084370,유진테크,132000,2000,1.54,3024918.0,KRX 중대형 TMI
098460,고영,38950,-1300,-3.23,2674103.0,KRX 중대형 TMI
100790,미래에셋벤처투자,52600,200,0.38,2794356.0,KRX 중대형 TMI
145020,휴젤,261500,9000,3.56,3217505.0,KRX 중대형 TMI
237690,에스티팜,153800,1300,0.85,3205796.0,KRX 중대형 TMI
257720,실리콘투,43400,-600,-1.36,2654861.0,KRX 중대형 TMI
322000,HD현대에너지솔루션,221000,-10000,-4.33,2475200.0,KRX 중대형 TMI
218410,RFHIC,98000,3700,3.92,2602237.0,KRX 중대형 TMI
069960,현대백화점,111700,2800,2.57,2527638.0,KRX 중대형 TMI
077970,STX엔진,60000,-1600,-2.6,2408884.0,KRX 중대형 TMI
081660,미스토홀딩스,40350,-250,-0.62,2142256.0,KRX 중대형 TMI
085620,미래에셋생명,16440,510,3.2,2222359.0,KRX 중대형 TMI
097230,HJ중공업,28800,-200,-0.69,2600506.0,KRX 중대형 TMI
161890,한국콜마,88700,0,0.0,2093770.0,KRX 중대형 TMI
192820,코스맥스,209000,-1500,-0.71,2372047.0,KRX 중대형 TMI
282330,BGF리테일,132400,400,0.3,2288389.0,KRX 중대형 TMI
298020,효성티앤씨,512000,-6000,-1.16,2215773.0,KRX 중대형 TMI
007810,코리아써키트,91400,-1300,-1.4,2192011.0,KRX 중대형 TMI
008770,호텔신라,64800,-700,-1.07,2543278.0,KRX 중대형 TMI
008930,한미사이언스,38050,350,0.93,2602298.0,KRX 중대형 TMI
009420,한올바이오파마,46300,-1100,-2.32,2418742.0,KRX 중대형 TMI
011210,현대위아,82900,200,0.24,2254472.0,KRX 중대형 TMI
017960,한국카본,48800,-750,-1.51,2551196.0,KRX 중대형 TMI
018670,SK가스,266500,-22500,-7.79,2467056.0,KRX 중대형 TMI
023590,다우기술,47700,1300,2.8,2064805.0,KRX 중대형 TMI
026960,동서,26200,-500,-1.87,2612140.0,KRX 중대형 TMI
030000,제일기획,19750,-300,-1.5,2272064.0,KRX 중대형 TMI
323280,태성,75600,-3900,-4.91,2308671.0,KRX 중대형 TMI
347700,스피어,41450,-750,-1.78,2076199.0,KRX 중대형 TMI
000120,CJ대한통운,101300,200,0.2,2310890.0,KRX 중대형 TMI
000240,한국앤컴퍼니,25300,350,1.4,2401862.0,KRX 중대형 TMI
001430,세아베스틸지주,71800,-3700,-4.9,2574900.0,KRX 중대형 TMI
002790,아모레퍼시픽홀딩스,28550,700,2.51,2182881.0,KRX 중대형 TMI
003690,코리안리,12170,-180,-1.46,2150695.0,KRX 중대형 TMI
004370,농심,381000,3500,0.93,2317487.0,KRX 중대형 TMI
005070,코스모신소재,62700,3800,6.45,2082554.0,KRX 중대형 TMI
005440,현대지에프홀딩스,14720,370,2.58,2294911.0,KRX 중대형 TMI
035900,JYP Ent.,62500,-400,-0.64,2220781.0,KRX 중대형 TMI
041510,에스엠,96800,200,0.21,2216206.0,KRX 중대형 TMI
060370,LS마린솔루션,49550,11400,29.88,2588435.0,KRX 중대형 TMI
068760,셀트리온제약,55600,-500,-0.89,2468770.0,KRX 중대형 TMI
078600,대주전자재료,157500,-1000,-0.63,2445680.0,KRX 중대형 TMI
082920,비츠로셀,57500,500,0.88,2607020.0,KRX 중대형 TMI
089030,테크윙,61300,4000,6.98,2271388.0,KRX 중대형 TMI
101490,에스앤에스텍,100000,-700,-0.7,2133488.0,KRX 중대형 TMI
131970,두산테스나,132100,1400,1.07,2553128.0,KRX 중대형 TMI
140860,파크시스템스,313000,24000,8.3,2190235.0,KRX 중대형 TMI
361610,SK아이이테크놀로지,26800,400,1.52,2191894.0,KRX 중대형 TMI
462870,시프트업,33350,800,2.46,1956122.0,KRX 중대형 TMI
232140,와이씨,22350,500,2.29,1833714.0,KRX 중대형 TMI
069620,대웅제약,147700,-600,-0.4,1711337.0,KRX 중대형 TMI
073240,금호타이어,5670,-150,-2.58,1628766.0,KRX 중대형 TMI
093370,후성,14130,890,6.72,1515518.0,KRX 중대형 TMI
100090,SK오션플랜트,23500,-1050,-4.28,1468236.0,KRX 중대형 TMI
294870,IPARK현대산업개발,22600,-350,-1.53,1489506.0,KRX 중대형 TMI
007070,GS리테일,23050,-450,-1.91,1927151.0,KRX 중대형 TMI
012630,HDC,28100,0,0.0,1678742.0,KRX 중대형 TMI
030610,교보증권,14710,1080,7.92,1676395.0,KRX 중대형 TMI
032350,롯데관광개발,20850,150,0.72,1659691.0,KRX 중대형 TMI
034230,파라다이스,15850,0,0.0,1468176.0,KRX 중대형 TMI
281740,레이크머티리얼즈,22850,-150,-0.65,1501943.0,KRX 중대형 TMI
290650,엘앤씨바이오,62800,-400,-0.63,1560396.0,KRX 중대형 TMI
417200,LS머트리얼즈,30350,300,1.0,2053258.0,KRX 중대형 TMI
437730,삼현,53500,0,0.0,1696355.0,KRX 중대형 TMI
445680,큐리옥스바이오시스템즈,101200,-900,-0.88,1740969.0,KRX 중대형 TMI
458870,씨어스,48800,1150,2.41,1857315.0,KRX 중대형 TMI
475830,오름테라퓨틱,93900,5700,6.46,2020101.0,KRX 중대형 TMI
395400,SK리츠,6490,-270,-3.99,1953604.0,KRX 중대형 TMI
001120,LX인터내셔널,52300,-1100,-2.06,2027148.0,KRX 중대형 TMI
001800,오리온홀딩스,24900,-950,-3.68,1559871.0,KRX 중대형 TMI
003530,한화투자증권,8190,680,9.05,1757146.0,KRX 중대형 TMI
003540,대신증권,39950,2000,5.27,1966330.0,KRX 중대형 TMI
003570,SNT다이내믹스,59300,-500,-0.84,1971885.0,KRX 중대형 TMI
004000,롯데정밀화학,66600,-2800,-4.03,1718280.0,KRX 중대형 TMI
006040,동원산업,38550,0,0.0,1701905.0,KRX 중대형 TMI
006280,녹십자,137500,400,0.29,1606899.0,KRX 중대형 TMI
003380,하림지주,13500,380,2.9,1512076.0,KRX 중대형 TMI
033100,제룡전기,91500,21100,29.97,1469710.0,KRX 중대형 TMI
036830,솔브레인홀딩스,71900,-1100,-1.51,1474236.0,KRX 중대형 TMI
038500,삼표시멘트,16290,-640,-3.78,1757957.0,KRX 중대형 TMI
039200,오스코텍,51400,-600,-1.15,1966470.0,KRX 중대형 TMI
065350,신성델타테크,58000,0,0.0,1594069.0,KRX 중대형 TMI
080220,제주반도체,56700,4300,8.21,1952909.0,KRX 중대형 TMI
085660,차바이오텍,16900,-190,-1.11,1571189.0,KRX 중대형 TMI
090710,휴림로봇,12510,-110,-0.87,1494410.0,KRX 중대형 TMI
095610,테스,86700,2700,3.21,1678512.0,KRX 중대형 TMI
099320,쎄트렉아이,168000,2000,1.2,1839815.0,KRX 중대형 TMI
127120,제이에스링크,44100,3300,8.09,1524702.0,KRX 중대형 TMI
131290,티에스이,167800,-1000,-0.59,1856108.0,KRX 중대형 TMI
166090,하나머티리얼즈,79400,3900,5.17,1570347.0,KRX 중대형 TMI
183300,코미코,144200,2600,1.84,1508431.0,KRX 중대형 TMI
189300,인텔리안테크,142000,9300,7.01,1524725.0,KRX 중대형 TMI
195940,HK이노엔,52000,-400,-0.76,1473154.0,KRX 중대형 TMI
475150,SK이터닉스,55200,-2800,-4.83,1880499.0,KRX 중대형 TMI
006730,서부T&D,14960,-10,-0.07,971307.0,KRX 중대형 TMI
007390,네이처셀,20400,1250,6.53,1314475.0,KRX 중대형 TMI
014620,성광벤드,46500,100,0.22,1234917.0,KRX 중대형 TMI
023160,태광,46000,-50,-0.11,1189893.0,KRX 중대형 TMI
032190,다우데이타,23850,800,3.47,913455.0,KRX 중대형 TMI
032500,케이엠더블유,31650,1900,6.39,1334202.0,KRX 중대형 TMI
035760,CJ ENM,54200,100,0.18,1188560.0,KRX 중대형 TMI
036540,SFA반도체,8620,320,3.86,1417648.0,KRX 중대형 TMI
036810,에프에스티,43700,1200,2.82,946096.0,KRX 중대형 TMI
044490,태웅,58800,5800,10.94,1176434.0,KRX 중대형 TMI
046890,서울반도체,17930,1420,8.6,1045416.0,KRX 중대형 TMI
048410,현대바이오,14400,1000,7.46,1389680.0,KRX 중대형 TMI
050890,쏠리드,18640,1530,8.94,1132502.0,KRX 중대형 TMI
053610,프로텍,82300,100,0.12,905300.0,KRX 중대형 TMI
056080,유진로봇,26900,250,0.94,1009077.0,KRX 중대형 TMI
056190,에스에프에이,32550,1150,3.66,1168830.0,KRX 중대형 TMI
074600,원익QnC,38850,1000,2.64,1021289.0,KRX 중대형 TMI
078160,메디포스트,25450,-2450,-8.78,997757.0,KRX 중대형 TMI
082270,젬백스,23300,-500,-2.1,1031472.0,KRX 중대형 TMI
083450,GST,50100,1600,3.3,923343.0,KRX 중대형 TMI
086450,동국제약,23750,-150,-0.63,1074222.0,KRX 중대형 TMI
089970,브이엠,55900,2500,4.68,1384755.0,KRX 중대형 TMI
094170,동운아나텍,48650,-2750,-5.35,1017268.0,KRX 중대형 TMI
096530,씨젠,24500,-50,-0.2,1279537.0,KRX 중대형 TMI
115180,큐리언트,34950,-2350,-6.3,1303809.0,KRX 중대형 TMI
121600,나노신소재,84500,1700,2.05,1035437.0,KRX 중대형 TMI
122870,와이지엔터테인먼트,53500,-500,-0.93,999971.0,KRX 중대형 TMI
124500,아이티센글로벌,61900,7800,14.42,1436360.0,KRX 중대형 TMI
137400,피엔티,58000,2000,3.57,1374062.0,KRX 중대형 TMI
161580,필옵틱스,48650,850,1.78,1140465.0,KRX 중대형 TMI
171090,선익시스템,98500,-4000,-3.9,995109.0,KRX 중대형 TMI
204270,제이앤티씨,19100,-240,-1.24,1104906.0,KRX 중대형 TMI
213420,덕산네오룩스,53000,2500,4.95,1316052.0,KRX 중대형 TMI
222080,씨아이에스,17190,20,0.12,1337041.0,KRX 중대형 TMI
253450,스튜디오드래곤,34800,-50,-0.14,1046036.0,KRX 중대형 TMI
293490,카카오게임즈,11820,-200,-1.66,1061281.0,KRX 중대형 TMI
295310,에이치브이엠,89600,600,0.67,1077645.0,KRX 중대형 TMI
348370,엔켐,45150,850,1.92,989281.0,KRX 중대형 TMI
356860,티엘비,91900,4400,5.03,903619.0,KRX 중대형 TMI
358570,지아이이노베이션,15830,-420,-2.58,1016879.0,KRX 중대형 TMI
365340,성일하이텍,79800,-2400,-2.92,979362.0,KRX 중대형 TMI
376900,로킷헬스케어,71500,-5000,-6.54,1125320.0,KRX 중대형 TMI
388720,유일로보틱스,104000,-1100,-1.05,1225260.0,KRX 중대형 TMI
397030,에이프릴바이오,57700,-1600,-2.7,1350978.0,KRX 중대형 TMI
420770,기가비스,109500,5600,5.39,1387996.0,KRX 중대형 TMI
425420,티에프이,73200,6200,9.25,903814.0,KRX 중대형 TMI
456160,지투지바이오,85200,-400,-0.47,1409665.0,KRX 중대형 TMI
466100,클로봇,50800,850,1.7,1293329.0,KRX 중대형 TMI
476060,온코닉테라퓨틱스,21500,250,1.18,965089.0,KRX 중대형 TMI
415640,KB발해인프라,9990,-110,-1.09,1224230.0,KRX 중대형 TMI
330590,롯데리츠,4270,-170,-3.83,1233897.0,KRX 중대형 TMI
365550,ESR켄달스퀘어리츠,4385,-140,-3.09,1079100.0,KRX 중대형 TMI
451800,한화리츠,5670,-300,-5.03,1018332.0,KRX 중대형 TMI
000080,하이트진로,17070,-40,-0.23,1197181.0,KRX 중대형 TMI
000210,DL,67400,-4100,-5.73,1412427.0,KRX 중대형 TMI
000670,영풍,67500,1600,2.43,1242721.0,KRX 중대형 TMI
001740,SK네트웍스,6590,720,12.27,1458221.0,KRX 중대형 TMI
002020,코오롱,69900,-2100,-2.92,902247.0,KRX 중대형 TMI
003030,세아제강지주,229000,-11000,-4.58,948439.0,KRX 중대형 TMI
003090,대웅,22400,-150,-0.67,1302380.0,KRX 중대형 TMI
003160,디아이,33800,550,1.65,956540.0,KRX 중대형 TMI
003240,태광산업,1190000,0,0.0,1324946.0,KRX 중대형 TMI
003470,유안타증권,6030,780,14.86,1203567.0,KRX 중대형 TMI
003620,KG모빌리티,4440,105,2.42,898545.0,KRX 중대형 TMI
004490,세방전지,67100,1100,1.67,930006.0,KRX 중대형 TMI
005300,롯데칠성,126400,4000,3.27,1172851.0,KRX 중대형 TMI
005690,파미셀,20250,2140,11.82,1215344.0,KRX 중대형 TMI
006110,삼아알미늄,66800,-2000,-2.91,1010247.0,KRX 중대형 TMI
006120,SK디스커버리,55600,-300,-0.54,968205.0,KRX 중대형 TMI
006650,대한유화,179900,-1200,-0.66,1169350.0,KRX 중대형 TMI
007310,오뚜기,364000,-1500,-0.41,1458850.0,KRX 중대형 TMI
009240,한샘,41850,-3350,-7.41,984895.0,KRX 중대형 TMI
009450,경동나비엔,76900,-800,-1.03,1120325.0,KRX 중대형 TMI
020560,아시아나항공,7030,-10,-0.14,1448115.0,KRX 중대형 TMI
025540,한국단자,88600,-2800,-3.06,896189.0,KRX 중대형 TMI
030190,NICE평가정보,15030,-270,-1.76,885440.0,KRX 중대형 TMI
