종목코드,종목명,종가,대비,등락률,상장시가총액,지수명
336260,두산퓨얼셀,60600,-200,-0.33,3968920.0,KRX 기계장비
17800,현대엘리베이터,100100,1400,1.42,3913148.0,KRX 기계장비
71970,HD현대마린엔진,107100,1300,1.23,3632992.0,KRX 기계장비
83650,비에이치아이,99200,1700,1.74,3069682.0,KRX 기계장비
112610,씨에스윈드,69700,-1900,-2.65,2939347.0,KRX 기계장비
361610,SK아이이테크놀로지,26800,400,1.52,2191894.0,KRX 기계장비
65350,신성델타테크,58000,0,0.0,1594069.0,KRX 기계장비
100090,SK오션플랜트,23500,-1050,-4.28,1468236.0,KRX 기계장비
484870,엠앤씨솔루션,114500,-900,-0.78,1048122.0,KRX 기계장비
5380,현대차,539000,8000,1.51,110364436.0,KRX 300 자유소비재
270,기아,154000,2200,1.45,60123602.0,KRX 300 자유소비재
12330,현대모비스,431500,6500,1.53,39151110.0,KRX 300 자유소비재
66570,LG전자,143200,2300,1.63,23325331.0,KRX 300 자유소비재
161390,한국타이어앤테크놀로지,61500,2300,3.89,7618317.0,KRX 300 자유소비재
180640,한진칼,112300,-400,-0.35,7497404.0,KRX 300 자유소비재
21240,코웨이,86700,600,0.7,6135536.0,KRX 300 자유소비재
18880,한온시스템,4850,620,14.66,4977373.0,KRX 300 자유소비재
23530,롯데쇼핑,138500,3200,2.37,3917993.0,KRX 300 자유소비재
4170,신세계,410500,3500,0.86,3877247.0,KRX 300 자유소비재
111770,영원무역,85500,2600,3.14,3788631.0,KRX 300 자유소비재
35250,강원랜드,16950,-250,-1.45,3626291.0,KRX 300 자유소비재
7340,DN오토모티브,51100,3050,6.35,2989905.0,KRX 300 자유소비재
5850,에스엘,63700,800,1.27,2958771.0,KRX 300 자유소비재
383220,F&F,76600,9700,14.5,2934322.0,KRX 300 자유소비재
9970,영원무역홀딩스,211500,3500,1.68,2855089.0,KRX 300 자유소비재
204320,HL만도,58000,900,1.58,2723513.0,KRX 300 자유소비재
257720,실리콘투,43400,-600,-1.36,2654861.0,KRX 300 자유소비재
8770,호텔신라,64800,-700,-1.07,2543278.0,KRX 300 자유소비재
69960,현대백화점,111700,2800,2.57,2527638.0,KRX 300 자유소비재
240,한국앤컴퍼니,25300,350,1.4,2401862.0,KRX 300 자유소비재
11210,현대위아,82900,200,0.24,2254472.0,KRX 300 자유소비재
81660,미스토홀딩스,40350,-250,-0.62,2142256.0,KRX 300 자유소비재
32350,롯데관광개발,20850,150,0.72,1659691.0,KRX 300 자유소비재
73240,금호타이어,5670,-150,-2.58,1628766.0,KRX 300 자유소비재
34230,파라다이스,15850,0,0.0,1468176.0,KRX 300 자유소비재
192080,더블유게임즈,61300,200,0.33,1297934.0,KRX 300 자유소비재
9240,한샘,41850,-3350,-7.41,984895.0,KRX 300 자유소비재
4490,세방전지,67100,1100,1.67,930006.0,KRX 300 자유소비재
114090,GKL,12380,320,2.65,765773.0,KRX 300 자유소비재
39130,하나투어,41800,-50,-0.12,647479.0,KRX 300 자유소비재
033780,KT&G,179600,1300,0.73,20595925.0,KRX 필수소비재
278470,에이피알,428500,4000,0.94,16042249.0,KRX 필수소비재
003230,삼양식품,1316000,-25000,-1.86,9913448.0,KRX 필수소비재
090430,아모레퍼시픽,134300,-1000,-0.74,7855578.0,KRX 필수소비재
271560,오리온,142800,-800,-0.56,5645760.0,KRX 필수소비재
051900,LG생활건강,279500,25500,10.04,4277037.0,KRX 필수소비재
097950,CJ제일제당,241000,-5500,-2.23,3628059.0,KRX 필수소비재
139480,이마트,105900,-800,-0.75,2922397.0,KRX 필수소비재
026960,동서,26200,-500,-1.87,2612140.0,KRX 필수소비재
192820,코스맥스,209000,-1500,-0.71,2372047.0,KRX 필수소비재
004370,농심,381000,3500,0.93,2317487.0,KRX 필수소비재
282330,BGF리테일,132400,400,0.3,2288389.0,KRX 필수소비재
002790,아모레퍼시픽홀딩스,28550,700,2.51,2182881.0,KRX 필수소비재
161890,한국콜마,88700,0,0.0,2093770.0,KRX 필수소비재
007070,GS리테일,23050,-450,-1.91,1927151.0,KRX 필수소비재
006040,동원산업,38550,0,0.0,1701905.0,KRX 필수소비재
001800,오리온홀딩스,24900,-950,-3.68,1559871.0,KRX 필수소비재
003380,하림지주,13500,380,2.9,1512076.0,KRX 필수소비재
007310,오뚜기,364000,-1500,-0.41,1458850.0,KRX 필수소비재
048410,현대바이오,14400,1000,7.46,1389680.0,KRX 필수소비재
000080,하이트진로,17070,-40,-0.23,1197181.0,KRX 필수소비재
005300,롯데칠성,126400,4000,3.27,1172851.0,KRX 필수소비재
280360,롯데웰푸드,121200,100,0.08,1127714.0,KRX 필수소비재
241710,코스메카코리아,79400,-1600,-1.98,847992.0,KRX 필수소비재
001680,대상,20450,-250,-1.21,708552.0,KRX 필수소비재
005180,빙그레,74400,-600,-0.8,689616.0,KRX 필수소비재
060280,큐렉소,16200,-280,-1.7,668409.0,KRX 필수소비재
018290,브이티,16730,-230,-1.36,584577.0,KRX 필수소비재
0120G0,삼양바이오팜,73600,-2200,-2.9,547280.0,KRX 필수소비재
000070,삼양홀딩스,68200,-1600,-2.29,529450.0,KRX 필수소비재
017810,풀무원,12060,-240,-1.95,459734.0,KRX 필수소비재
005610,삼립,49500,-200,-0.4,427136.0,KRX 필수소비재
018250,애경산업,14820,-80,-0.54,391395.0,KRX 필수소비재
200130,콜마비앤에이치,11420,-150,-1.3,335926.0,KRX 필수소비재
024720,콜마홀딩스,9820,10,0.1,336789.0,KRX 필수소비재
35420,NAVER,209000,-2000,-0.95,32782201.0,KRX K콘텐츠
35720,카카오,47100,-200,-0.42,20865347.0,KRX K콘텐츠
259960,크래프톤,288500,23500,8.87,13677299.0,KRX K콘텐츠
352820,하이브,257500,-5500,-2.09,11098829.0,KRX K콘텐츠
36570,NC,267500,-3000,-1.11,5763026.0,KRX K콘텐츠
251270,넷마블,49500,-150,-0.3,4057038.0,KRX K콘텐츠
263750,펄어비스,58500,-400,-0.68,3758500.0,KRX K콘텐츠
30000,제일기획,19750,-300,-1.5,2272064.0,KRX K콘텐츠
41510,에스엠,96800,200,0.21,2216206.0,KRX K콘텐츠
35900,JYP Ent.,62500,-400,-0.64,2220781.0,KRX K콘텐츠
462870,시프트업,33350,800,2.46,1956122.0,KRX K콘텐츠
181710,NHN,40600,-400,-0.98,1329777.0,KRX K콘텐츠
35760,CJ ENM,54200,100,0.18,1188560.0,KRX K콘텐츠
293490,카카오게임즈,11820,-200,-1.66,1061281.0,KRX K콘텐츠
253450,스튜디오드래곤,34800,-50,-0.14,1046036.0,KRX K콘텐츠
122870,와이지엔터테인먼트,53500,-500,-0.93,999971.0,KRX K콘텐츠
112040,위메이드,24400,-550,-2.2,828343.0,KRX K콘텐츠
225570,넥슨게임즈,11780,-80,-0.67,775833.0,KRX K콘텐츠
376300,디어유,32450,200,0.62,770311.0,KRX K콘텐츠
67160,SOOP,55500,-2900,-4.97,637960.0,KRX K콘텐츠
11200,HMM,21150,650,3.17,19949483.0,KRX 운송
86280,현대글로비스,225500,-1500,-0.66,16912500.0,KRX 운송
3490,대한항공,24500,-50,-0.2,9021406.0,KRX 운송
28670,팬오션,5640,100,1.81,3014972.0,KRX 운송
120,CJ대한통운,101300,200,0.2,2310890.0,KRX 운송
20560,아시아나항공,7030,-10,-0.14,1448115.0,KRX 운송
89860,롯데렌탈,33000,-650,-1.93,1198210.0,KRX 운송
5880,대한해운,2600,5,0.19,839143.0,KRX 운송
3280,흥아해운,2880,-10,-0.35,692424.0,KRX 운송
91810,트리니티항공,910,-15,-1.62,375802.0,KRX 운송
272450,진에어,6300,20,0.32,328860.0,KRX 운송
4360,세방,16350,420,2.64,312540.0,KRX 운송
2320,한진,19230,-190,-0.98,298423.0,KRX 운송
5930,삼성전자,232500,12000,5.44,1359259776.0,코리아벨류업지수
660,SK하이닉스,1447000,161000,12.52,1031280322.0,코리아벨류업지수
5380,현대차,539000,8000,1.51,110364436.0,코리아벨류업지수
12450,한화에어로스페이스,1465000,48000,3.39,75540382.0,코리아벨류업지수
270,기아,154000,2200,1.45,60123602.0,코리아벨류업지수
105560,KB금융,157800,-2700,-1.68,58835802.0,코리아벨류업지수
267260,HD현대일렉트릭,1299000,47000,3.75,46825228.0,코리아벨류업지수
55550,신한지주,98000,-1900,-1.9,46516127.0,코리아벨류업지수
10120,LS ELECTRIC,294000,16000,5.76,44100000.0,코리아벨류업지수
298040,효성중공업,4228000,316000,8.08,39424189.0,코리아벨류업지수
6800,미래에셋증권,70300,5500,8.49,39337552.0,코리아벨류업지수
12330,현대모비스,431500,6500,1.53,39151110.0,코리아벨류업지수
42700,한미반도체,378000,10000,2.72,36028012.0,코리아벨류업지수
86790,하나금융지주,126600,-1300,-1.02,34734957.0,코리아벨류업지수
64350,현대로템,269000,500,0.19,29359277.0,코리아벨류업지수
316140,우리금융지주,33300,-50,-0.15,24444741.0,코리아벨류업지수
267250,HD현대,302500,-8000,-2.58,23895408.0,코리아벨류업지수
272210,한화시스템,119700,2400,2.05,22613651.0,코리아벨류업지수
79550,LIG디펜스앤에어로스페이스,983000,42000,4.46,21626000.0,코리아벨류업지수
810,삼성화재,473500,12500,2.71,21140578.0,코리아벨류업지수
17670,SK텔레콤,97400,2300,2.42,20920551.0,코리아벨류업지수
33780,KT&G,179600,1300,0.73,20595925.0,코리아벨류업지수
11200,HMM,21150,650,3.17,19949483.0,코리아벨류업지수
138040,메리츠금융지주,113400,1700,1.52,18977181.0,코리아벨류업지수
47810,한국항공우주,180000,11000,6.51,17545519.0,코리아벨류업지수
86280,현대글로비스,225500,-1500,-0.66,16912500.0,코리아벨류업지수
47050,포스코인터내셔널,87300,0,0.0,15358059.0,코리아벨류업지수
30200,KT,60600,-300,-0.49,15272514.0,코리아벨류업지수
71050,한국금융지주,262000,22000,9.17,14600210.0,코리아벨류업지수
11070,LG이노텍,595000,22000,3.84,14081929.0,코리아벨류업지수
259960,크래프톤,288500,23500,8.87,13677299.0,코리아벨류업지수
16360,삼성증권,137900,30400,28.28,12314470.0,코리아벨류업지수
39490,키움증권,422500,24500,6.16,11081464.0,코리아벨류업지수
5830,DB손해보험,166800,-800,-0.48,10925458.0,코리아벨류업지수
3230,삼양식품,1316000,-25000,-1.86,9913448.0,코리아벨류업지수
58470,리노공업,120800,1500,1.26,9206391.0,코리아벨류업지수
3490,대한항공,24500,-50,-0.2,9021406.0,코리아벨류업지수
90430,아모레퍼시픽,134300,-1000,-0.74,7855578.0,코리아벨류업지수
180640,한진칼,112300,-400,-0.35,7497404.0,코리아벨류업지수
52690,한전기술,186300,-2300,-1.22,7120386.0,코리아벨류업지수
241560,두산밥캣,74000,2000,2.78,7093349.0,코리아벨류업지수
990,DB하이텍,161700,3200,2.02,7034692.0,코리아벨류업지수
21240,코웨이,86700,600,0.7,6135536.0,코리아벨류업지수
36930,주성엔지니어링,126600,600,0.48,5884510.0,코리아벨류업지수
271560,오리온,142800,-800,-0.56,5645760.0,코리아벨류업지수
128940,한미약품,445000,-15000,-3.26,5700891.0,코리아벨류업지수
22100,포스코DX,35350,450,1.29,5374428.0,코리아벨류업지수
175330,JB금융지주,27350,50,0.18,5148736.0,코리아벨류업지수
403870,HPSP,54400,1800,3.42,4477120.0,코리아벨류업지수
17800,현대엘리베이터,100100,1400,1.42,3913148.0,코리아벨류업지수
214150,클래시스,56300,700,1.26,3672768.0,코리아벨류업지수
357780,솔브레인,458500,500,0.11,3566473.0,코리아벨류업지수
11780,금호석유화학,144400,-2200,-1.5,3632718.0,코리아벨류업지수
214450,파마리서치,339000,25500,8.13,3522091.0,코리아벨류업지수
35250,강원랜드,16950,-250,-1.45,3626291.0,코리아벨류업지수
64760,티씨케이,298500,4500,1.53,3337056.0,코리아벨류업지수
14680,한솔케미칼,286500,1500,0.53,3257561.0,코리아벨류업지수
5290,동진쎄미켐,58900,2300,4.06,3028314.0,코리아벨류업지수
31980,피에스케이홀딩스,132000,7700,6.19,2846236.0,코리아벨류업지수
319660,피에스케이,100100,11400,12.85,2899568.0,코리아벨류업지수
12750,에스원,78300,-7800,-9.06,2975336.0,코리아벨류업지수
51600,한전KPS,61400,-800,-1.29,2763000.0,코리아벨류업지수
103140,풍산,100300,1100,1.11,2810835.0,코리아벨류업지수
383220,F&F,76600,9700,14.5,2934322.0,코리아벨류업지수
192820,코스맥스,209000,-1500,-0.71,2372047.0,코리아벨류업지수
18670,SK가스,266500,-22500,-7.79,2467056.0,코리아벨류업지수
26960,동서,26200,-500,-1.87,2612140.0,코리아벨류업지수
8930,한미사이언스,38050,350,0.93,2602298.0,코리아벨류업지수
35900,JYP Ent.,62500,-400,-0.64,2220781.0,코리아벨류업지수
298020,효성티앤씨,512000,-6000,-1.16,2215773.0,코리아벨류업지수
140860,파크시스템스,313000,24000,8.3,2190235.0,코리아벨류업지수
282330,BGF리테일,132400,400,0.3,2288389.0,코리아벨류업지수
30000,제일기획,19750,-300,-1.5,2272064.0,코리아벨류업지수
33100,제룡전기,91500,21100,29.97,1469710.0,코리아벨류업지수
290650,엘앤씨바이오,62800,-400,-0.63,1560396.0,코리아벨류업지수
183300,코미코,144200,2600,1.84,1508431.0,코리아벨류업지수
192080,더블유게임즈,61300,200,0.33,1297934.0,코리아벨류업지수
9450,경동나비엔,76900,-800,-1.03,1120325.0,코리아벨류업지수
336370,솔루스첨단소재,13660,570,4.35,959169.0,코리아벨류업지수
185750,종근당,86100,400,0.47,1188419.0,코리아벨류업지수
89860,롯데렌탈,33000,-650,-1.93,1198210.0,코리아벨류업지수
9240,한샘,41850,-3350,-7.41,984895.0,코리아벨류업지수
5300,롯데칠성,126400,4000,3.27,1172851.0,코리아벨류업지수
383310,에코프로에이치엔,32850,950,2.98,689027.0,코리아벨류업지수
2840,미원상사,151900,100,0.07,721525.0,코리아벨류업지수
272290,이녹스첨단소재,36300,2000,5.83,723732.0,코리아벨류업지수
348210,넥스틴,72900,3200,4.59,763774.0,코리아벨류업지수
30190,NICE평가정보,15030,-270,-1.76,885440.0,코리아벨류업지수
1060,JW중외제약,30700,-500,-1.6,714878.0,코리아벨류업지수
14820,동원시스템즈,27600,-500,-1.78,800159.0,코리아벨류업지수
5180,빙그레,74400,-600,-0.8,689616.0,코리아벨류업지수
67160,SOOP,55500,-2900,-4.97,637960.0,코리아벨류업지수
336570,원텍,7300,-20,-0.27,653939.0,코리아벨류업지수
9900,명신산업,13280,-20,-0.15,696803.0,코리아벨류업지수
39130,하나투어,41800,-50,-0.12,647479.0,코리아벨류업지수
192650,드림텍,6790,80,1.19,468335.0,코리아벨류업지수
381970,케이카,10800,-200,-1.82,527265.0,코리아벨류업지수
215200,메가스터디교육,46800,-600,-1.27,485092.0,코리아벨류업지수
145720,덴티움,52800,-500,-0.94,455341.0,코리아벨류업지수
5490,POSCO홀딩스,502000,40000,8.66,39779247.0,KRX 300 소재
10130,고려아연,1629000,50000,3.17,34002067.0,KRX 300 소재
51910,LG화학,429000,32000,8.06,30284115.0,KRX 300 소재
9830,한화솔루션,49900,-800,-1.58,8577438.0,KRX 300 소재
10060,OCI홀딩스,355500,-12500,-3.4,6637267.0,KRX 300 소재
4020,현대제철,43050,500,1.18,5744841.0,KRX 300 소재
2380,KCC,574000,19000,3.42,5100834.0,KRX 300 소재
11790,SKC,124000,6000,5.08,4695669.0,KRX 300 소재
11170,롯데케미칼,106200,-7700,-6.76,4542749.0,KRX 300 소재
457190,이수스페셜티케미컬,123600,2100,1.73,3735053.0,KRX 300 소재
11780,금호석유화학,144400,-2200,-1.5,3632718.0,KRX 300 소재
357780,솔브레인,458500,500,0.11,3566473.0,KRX 300 소재
14680,한솔케미칼,286500,1500,0.53,3257561.0,KRX 300 소재
5290,동진쎄미켐,58900,2300,4.06,3028314.0,KRX 300 소재
103140,풍산,100300,1100,1.11,2810835.0,KRX 300 소재
120110,코오롱인더,93800,-300,-0.32,2808938.0,KRX 300 소재
1430,세아베스틸지주,71800,-3700,-4.9,2574900.0,KRX 300 소재
17960,한국카본,48800,-750,-1.51,2551196.0,KRX 300 소재
298020,효성티앤씨,512000,-6000,-1.16,2215773.0,KRX 300 소재
4000,롯데정밀화학,66600,-2800,-4.03,1718280.0,KRX 300 소재
281740,레이크머티리얼즈,22850,-150,-0.65,1501943.0,KRX 300 소재
36830,솔브레인홀딩스,71900,-1100,-1.51,1474236.0,KRX 300 소재
210,DL,67400,-4100,-5.73,1412427.0,KRX 300 소재
3240,태광산업,1190000,0,0.0,1324946.0,KRX 300 소재
300720,한일시멘트,17300,-150,-0.86,1272332.0,KRX 300 소재
670,영풍,67500,1600,2.43,1242721.0,KRX 300 소재
298050,HS효성첨단소재,267000,-2500,-0.93,1196146.0,KRX 300 소재
285130,SK케미칼,59700,300,0.51,1032736.0,KRX 300 소재
348370,엔켐,45150,850,1.92,989281.0,KRX 300 소재
3030,세아제강지주,229000,-11000,-4.58,948439.0,KRX 300 소재
207940,삼성바이오로직스,1485000,15000,1.02,68742062.0,KRX 헬스케어
068270,셀트리온,197800,-2700,-1.35,43899388.0,KRX 헬스케어
196170,알테오젠,373000,4500,1.22,19968123.0,KRX 헬스케어
0126Z0,삼성에피스홀딩스,529000,-14000,-2.58,13163133.0,KRX 헬스케어
000250,삼천당제약,409500,-6000,-1.44,9605835.0,KRX 헬스케어
028300,HLB,60900,100,0.16,8109551.0,KRX 헬스케어
326030,SK바이오팜,99300,-600,-0.6,7776506.0,KRX 헬스케어
298380,에이비엘바이오,132500,-2300,-1.71,7418339.0,KRX 헬스케어
000100,유한양행,90500,-1100,-1.2,7208108.0,KRX 헬스케어
141080,리가켐바이오,181500,-1900,-1.04,6719024.0,KRX 헬스케어
087010,펩트론,267500,7000,2.69,6237391.0,KRX 헬스케어
128940,한미약품,445000,-15000,-3.26,5700891.0,KRX 헬스케어
214370,케어젠,105400,-100,-0.09,5661561.0,KRX 헬스케어
310210,보로노이,292000,8000,2.82,5373434.0,KRX 헬스케어
214150,클래시스,56300,700,1.26,3672768.0,KRX 헬스케어
214450,파마리서치,339000,25500,8.13,3522091.0,KRX 헬스케어
226950,올릭스,174200,1700,0.99,3536362.0,KRX 헬스케어
302440,SK바이오사이언스,43300,250,0.58,3397169.0,KRX 헬스케어
347850,디앤디파마텍,74900,700,0.94,3280931.0,KRX 헬스케어
145020,휴젤,261500,9000,3.56,3217505.0,KRX 헬스케어
237690,에스티팜,153800,1300,0.85,3205796.0,KRX 헬스케어
0009K0,에임드바이오,46700,-150,-0.32,3020143.0,KRX 헬스케어
008930,한미사이언스,38050,350,0.93,2602298.0,KRX 헬스케어
068760,셀트리온제약,55600,-500,-0.89,2468770.0,KRX 헬스케어
009420,한올바이오파마,46300,-1100,-2.32,2418742.0,KRX 헬스케어
475830,오름테라퓨틱,93900,5700,6.46,2020101.0,KRX 헬스케어
039200,오스코텍,51400,-600,-1.15,1966470.0,KRX 헬스케어
445680,큐리옥스바이오시스템즈,101200,-900,-0.88,1740969.0,KRX 헬스케어
069620,대웅제약,147700,-600,-0.4,1711337.0,KRX 헬스케어
006280,녹십자,137500,400,0.29,1606899.0,KRX 헬스케어
290650,엘앤씨바이오,62800,-400,-0.63,1560396.0,KRX 헬스케어
085660,차바이오텍,16900,-190,-1.11,1571189.0,KRX 헬스케어
195940,HK이노엔,52000,-400,-0.76,1473154.0,KRX 헬스케어
397030,에이프릴바이오,57700,-1600,-2.7,1350978.0,KRX 헬스케어
007390,네이처셀,20400,1250,6.53,1314475.0,KRX 헬스케어
003090,대웅,22400,-150,-0.67,1302380.0,KRX 헬스케어
096530,씨젠,24500,-50,-0.2,1279537.0,KRX 헬스케어
005690,파미셀,20250,2140,11.82,1215344.0,KRX 헬스케어
185750,종근당,86100,400,0.47,1188419.0,KRX 헬스케어
086450,동국제약,23750,-150,-0.63,1074222.0,KRX 헬스케어
358570,지아이이노베이션,15830,-420,-2.58,1016879.0,KRX 헬스케어
137310,에스디바이오센서,8210,-210,-2.49,991350.0,KRX 헬스케어
003850,보령,10010,70,0.7,858730.0,KRX 헬스케어
372320,큐로셀,56100,-2000,-3.44,852096.0,KRX 헬스케어
389470,인벤티지랩,63300,1800,2.93,840454.0,KRX 헬스케어
249420,일동제약,25950,-550,-2.08,821013.0,KRX 헬스케어
084110,휴온스글로벌,62000,-1100,-1.74,784908.0,KRX 헬스케어
086900,메디톡스,105500,0,0.0,769991.0,KRX 헬스케어
001060,JW중외제약,30700,-500,-1.6,714878.0,KRX 헬스케어
000640,동아쏘시오홀딩스,98500,600,0.61,663154.0,KRX 헬스케어
336570,원텍,7300,-20,-0.27,653939.0,KRX 헬스케어
005250,녹십자홀딩스,13950,-10,-0.07,656044.0,KRX 헬스케어
099190,아이센스,21800,600,2.83,625689.0,KRX 헬스케어
019170,신풍제약,11440,-250,-2.14,599668.0,KRX 헬스케어
328130,루닛,20800,50,0.24,609118.0,KRX 헬스케어
047920,HLB제약,17270,-30,-0.17,566445.0,KRX 헬스케어
340570,티앤엘,61500,300,0.49,499872.0,KRX 헬스케어
145720,덴티움,52800,-500,-0.94,455341.0,KRX 헬스케어
206650,유바이오로직스,12710,-90,-0.7,466753.0,KRX 헬스케어
215600,신라젠,3390,-105,-3.0,469697.0,KRX 헬스케어
450950,아스테라시스,11450,80,0.7,430836.0,KRX 헬스케어
170900,동아에스티,43600,-700,-1.58,424133.0,KRX 헬스케어
200670,휴메딕스,35650,300,0.85,400347.0,KRX 헬스케어
099430,바이오플러스,5870,90,1.56,361831.0,KRX 헬스케어
053030,바이넥스,10990,-30,-0.27,359199.0,KRX 헬스케어
314930,바이오다인,11500,-160,-1.37,342287.0,KRX 헬스케어
115450,HLB테라퓨틱스,3645,115,3.26,322874.0,KRX 헬스케어
5930,삼성전자,232500,12000,5.44,1359259776.0,KRX 반도체
660,SK하이닉스,1447000,161000,12.52,1031280322.0,KRX 반도체
42700,한미반도체,378000,10000,2.72,36028012.0,KRX 반도체
58470,리노공업,120800,1500,1.26,9206391.0,KRX 반도체
990,DB하이텍,161700,3200,2.02,7034692.0,KRX 반도체
240810,원익IPS,122500,5400,4.61,6012778.0,KRX 반도체
36930,주성엔지니어링,126600,600,0.48,5884510.0,KRX 반도체
39030,이오테크닉스,475000,7000,1.5,5851786.0,KRX 반도체
95340,ISC,247500,5000,2.06,5246272.0,KRX 반도체
403870,HPSP,54400,1800,3.42,4477120.0,KRX 반도체
440110,파두,81200,3000,3.84,4066121.0,KRX 반도체
222800,심텍,88200,1200,1.38,3293584.0,KRX 반도체
64760,티씨케이,298500,4500,1.53,3337056.0,KRX 반도체
84370,유진테크,132000,2000,1.54,3024918.0,KRX 반도체
98460,고영,38950,-1300,-3.23,2674103.0,KRX 반도체
67310,하나마이크론,42050,2350,5.92,2794821.0,KRX 반도체
31980,피에스케이홀딩스,132000,7700,6.19,2846236.0,KRX 반도체
319660,피에스케이,100100,11400,12.85,2899568.0,KRX 반도체
218410,RFHIC,98000,3700,3.92,2602237.0,KRX 반도체
322000,HD현대에너지솔루션,221000,-10000,-4.33,2475200.0,KRX 반도체
131970,두산테스나,132100,1400,1.07,2553128.0,KRX 반도체
323280,태성,75600,-3900,-4.91,2308671.0,KRX 반도체
89030,테크윙,61300,4000,6.98,2271388.0,KRX 반도체
101490,에스앤에스텍,100000,-700,-0.7,2133488.0,KRX 반도체
80220,제주반도체,56700,4300,8.21,1952909.0,KRX 반도체
232140,와이씨,22350,500,2.29,1833714.0,KRX 반도체
183300,코미코,144200,2600,1.84,1508431.0,KRX 반도체
166090,하나머티리얼즈,79400,3900,5.17,1570347.0,KRX 반도체
36540,SFA반도체,8620,320,3.86,1417648.0,KRX 반도체
161580,필옵틱스,48650,850,1.78,1140465.0,KRX 반도체
213420,덕산네오룩스,53000,2500,4.95,1316052.0,KRX 반도체
281820,케이씨텍,66500,5200,8.48,1316611.0,KRX 반도체
108320,LX세미콘,63100,500,0.8,1026277.0,KRX 반도체
348210,넥스틴,72900,3200,4.59,763774.0,KRX 반도체
399720,가온칩스,73300,2900,4.12,850311.0,KRX 반도체
5490,POSCO홀딩스,502000,40000,8.66,39779247.0,KRX 철강
10130,고려아연,1629000,50000,3.17,34002067.0,KRX 철강
4020,현대제철,43050,500,1.18,5744841.0,KRX 철강
103140,풍산,100300,1100,1.11,2810835.0,KRX 철강
1430,세아베스틸지주,71800,-3700,-4.9,2574900.0,KRX 철강
670,영풍,67500,1600,2.43,1242721.0,KRX 철강
295310,에이치브이엠,89600,600,0.67,1077645.0,KRX 철강
6110,삼아알미늄,66800,-2000,-2.91,1010247.0,KRX 철강
3030,세아제강지주,229000,-11000,-4.58,948439.0,KRX 철강
9520,포스코엠텍,20300,380,1.91,845347.0,KRX 철강
460860,동국제강,14710,-680,-4.42,729734.0,KRX 철강
16380,KG스틸,6990,-40,-0.57,699062.0,KRX 철강
5810,풍산홀딩스,46200,950,2.1,666079.0,KRX 철강
2710,TCC스틸,19980,250,1.27,523750.0,KRX 철강
306200,세아제강,179800,2400,1.35,509967.0,KRX 철강
92790,넥스틸,18800,-1500,-7.39,488838.0,KRX 철강
1390,KG케미칼,6550,-520,-7.36,440376.0,KRX 철강
84010,대한제강,12410,-250,-1.97,426552.0,KRX 철강
1940,KISCO홀딩스,26600,-400,-1.48,377092.0,KRX 철강
151860,KG에코솔루션,7270,-90,-1.22,346074.0,KRX 철강
5930,삼성전자,232500,12000,5.44,1359259776.0,KTOP 30
660,SK하이닉스,1447000,161000,12.52,1031280322.0,KTOP 30
5380,현대차,539000,8000,1.51,110364436.0,KTOP 30
373220,LG에너지솔루션,472000,11500,2.5,110448000.0,KTOP 30
34020,두산에너빌리티,127200,100,0.08,81479378.0,KTOP 30
12450,한화에어로스페이스,1465000,48000,3.39,75540382.0,KTOP 30
9150,삼성전기,918000,86000,10.34,68568813.0,KTOP 30
270,기아,154000,2200,1.45,60123602.0,KTOP 30
105560,KB금융,157800,-2700,-1.68,58835802.0,KTOP 30
6400,삼성SDI,705000,10000,1.44,56812799.0,KTOP 30
32830,삼성생명,265000,15500,6.21,53000000.0,KTOP 30
28260,삼성물산,320000,21500,7.2,51894074.0,KTOP 30
55550,신한지주,98000,-1900,-1.9,46516127.0,KTOP 30
68270,셀트리온,197800,-2700,-1.35,43899388.0,KTOP 30
5490,POSCO홀딩스,502000,40000,8.66,39779247.0,KTOP 30
6800,미래에셋증권,70300,5500,8.49,39337552.0,KTOP 30
12330,현대모비스,431500,6500,1.53,39151110.0,KTOP 30
9540,HD한국조선해양,469500,8000,1.73,33227978.0,KTOP 30
35420,NAVER,209000,-2000,-0.95,32782201.0,KTOP 30
51910,LG화학,429000,32000,8.06,30284115.0,KTOP 30
96770,SK이노베이션,145700,-500,-0.34,24630991.0,KTOP 30
66570,LG전자,143200,2300,1.63,23325331.0,KTOP 30
810,삼성화재,473500,12500,2.71,21140578.0,KTOP 30
35720,카카오,47100,-200,-0.42,20865347.0,KTOP 30
17670,SK텔레콤,97400,2300,2.42,20920551.0,KTOP 30
720,현대건설,159400,-2400,-1.48,17750109.0,KTOP 30
90430,아모레퍼시픽,134300,-1000,-0.74,7855578.0,KTOP 30
100,유한양행,90500,-1100,-1.2,7208108.0,KTOP 30
34220,LG디스플레이,12310,50,0.41,6155000.0,KTOP 30
251270,넷마블,49500,-150,-0.3,4057038.0,KTOP 30
5930,삼성전자,232500,12000,5.44,1359259776.0,KRX 정보기술
660,SK하이닉스,1447000,161000,12.52,1031280322.0,KRX 정보기술
9150,삼성전기,918000,86000,10.34,68568813.0,KRX 정보기술
6400,삼성SDI,705000,10000,1.44,56812799.0,KRX 정보기술
42700,한미반도체,378000,10000,2.72,36028012.0,KRX 정보기술
11070,LG이노텍,595000,22000,3.84,14081929.0,KRX 정보기술
18260,삼성에스디에스,166900,700,0.42,12914355.0,KRX 정보기술
